"State","County","Worst.Crime.Display","Crime.Category","Year.of.Crime","Year.of.1st.Conviction"
"New York","Niagara","Murder","Misconduct",1990,1996
"Michigan","Kent","Child Sex Abuse","Misconduct",1998,2007
"California","Kern","Murder","Misconduct",1978,1979
"Texas","Tarrant","Murder","Misconduct",1985,1999
"Missouri","St. Louis","Sexual Assault","Misconduct",1982,1983
"Texas","Montgomery","Drug Possession or Sale","Misdemeanor",2012,2012
"Massachusetts","Suffolk","Murder","Misconduct",1981,1983
"California","Los Angeles","Murder","Misconduct",2000,2001
"Fed-NM",NA,"Drug Possession or Sale","Misdemeanor",2005,2006
"New York","Bronx","Child Sex Abuse","Misconduct",1984,1986
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Ohio","Cuyahoga","Child Sex Abuse","Misconduct",1981,1981
"Washington","Chelan","Child Sex Abuse","Misconduct",1994,1994
"Michigan","Wayne","Murder","Misconduct",1982,1983
"Mississippi","Webster","Sexual Assault","Misconduct",1998,1999
"Florida","Broward","Murder","Misconduct",1979,1980
"Iowa","Jackson","Sexual Assault","Misconduct",1989,1989
"Michigan","Oakland","Child Sex Abuse","Misconduct",2004,2006
"New Hampshire","Grafton","Other Violent Misdemeanor","Misdemeanor",2007,2008
"Florida","Polk","Theft","Misdemeanor",2005,2006
"Fed-FL","(Southern)","Fraud","Nonviolent felony",1985,1995
"Texas","Travis","Child Sex Abuse","Misconduct",1987,1993
"District of Columbia",NA,"Murder","Misconduct",1978,1980
"Louisiana","Orleans","Drug Possession or Sale","Misdemeanor",1998,1998
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2007,2009
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"California","San Francisco","Murder","Misconduct",2007,2010
"Utah","Utah","Murder","Misconduct",2012,2014
"Texas","Harris","Weapon Possession or Sale","Misdemeanor",2015,2016
"Louisiana","Orleans","Murder","Misconduct",1975,1976
"Michigan","Wayne","Assault","Misconduct",1990,1992
"New York","Monroe","Child Sex Abuse","Misconduct",2010,2011
"Texas","Dallas","Child Sex Abuse","Misconduct",1996,1997
"Fed-CA","(Southern)","Obstruction of Justice","Nonviolent felony",1999,2008
"California","Orange","Weapon Possession or Sale","Misdemeanor",2014,2015
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"New York","Queens","Robbery","Misconduct",1987,1988
"Texas","Dallas","Sexual Assault","Misconduct",1982,1983
"California","Sacramento","Murder","Misconduct",1994,1995
"Texas","Travis","Drug Possession or Sale","Misdemeanor",2013,2015
"Wisconsin","Milwaukee","Other Nonviolent Misdemeanor","Misdemeanor",2005,2006
"Nevada","Clark","Drug Possession or Sale","Misdemeanor",2011,2012
"Illinois","Cook","Murder","Misconduct",1994,1995
"New York","Monroe","Murder","Misconduct",1973,1973
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2012,2012
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2016
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Texas","Denton","Assault","Misconduct",2009,2012
"Washington","Spokane","Other Nonviolent Misdemeanor","Misdemeanor",2019,2020
"Fed-CT",NA,"Murder","Misconduct",2006,2015
"Texas","Bexar","Sexual Assault","Misconduct",1996,1997
"California","Contra Costa","Other Nonviolent Misdemeanor","Misdemeanor",2013,2014
"New York","Queens","Robbery","Misconduct",1993,1994
"Mississippi","Lincoln","Assault","Misconduct",2000,2001
"California","San Francisco","Sexual Assault","Misconduct",1974,1974
"Tennessee","McMinn","Murder","Misconduct",1992,1994
"Texas","Harris","Traffic Offense","Nonviolent felony",2006,2007
"Illinois","Cook","Murder","Misconduct",1981,1982
"Illinois","Cook","Murder","Misconduct",1981,1982
"Connecticut","Fairfield","Child Sex Abuse","Misconduct",2000,2002
"California","Los Angeles","Sexual Assault","Misconduct",1998,1999
"Massachusetts","Middlesex","Drug Possession or Sale","Misdemeanor",2010,2011
"Texas","Bexar","Child Sex Abuse","Misconduct",1994,1998
"Virginia","Arlington","Murder","Misconduct",1984,1985
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2008,2008
"Wisconsin","Brown","Child Sex Abuse","Misconduct",1998,1998
"New York","New York","Robbery","Misconduct",1997,1997
"North Dakota","Cass","Sexual Assault","Misconduct",1997,1997
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"New York","Kings","Murder","Misconduct",1980,1981
"Ohio","Cuyahoga","Child Sex Abuse","Misconduct",2006,2008
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2018,2018
"Vermont","Orleans","Kidnapping","Misconduct",2017,2022
"Fed-TX","(Northern)","Drug Possession or Sale","Misdemeanor",2004,2004
"Illinois","Cook","Murder","Misconduct",1991,1994
"Pennsylvania","Philadelphia","Murder","Misconduct",1992,1993
"New Jersey","Monmouth","Murder","Misconduct",1980,1982
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2008,2009
"Texas","Midland","Weapon Possession or Sale","Misdemeanor",2014,2015
"Massachusetts","Hampden","Sexual Assault","Misconduct",1987,1988
"California","Los Angeles","Murder","Misconduct",2000,2001
"Pennsylvania","Philadelphia","Murder","Misconduct",2012,2016
"Illinois","Cook","Murder","Misconduct",2001,2002
"Fed-FL","(Middle)","Arson","Misconduct",1990,1992
"Fed-FL","(Middle)","Arson","Misconduct",1990,1992
"Maryland","Wicomico","Sexual Assault","Misconduct",1996,1997
"Alaska","Fairbanks","Murder","Misconduct",1997,1999
"Illinois","Cook","Assault","Misconduct",1990,1992
"New York","Kings","Robbery","Misconduct",1994,1995
"North Carolina","New Hanover","Assault","Misconduct",1971,1972
"Wisconsin","Outagamie","Sexual Assault","Misconduct",2002,2003
"California","Los Angeles","Murder","Misconduct",2000,2001
"New York","Kings","Murder","Misconduct",1980,1981
"Missouri","Greene","Sexual Assault","Misconduct",1998,1999
"Texas","El Paso","Murder","Misconduct",1993,1995
"Oregon","Multnomah","Drug Possession or Sale","Misdemeanor",2012,2012
"Kentucky","Campbell","Murder","Misconduct",1987,1988
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2012,2013
"Fed-FL","(Southern)","Drug Possession or Sale","Misdemeanor",1993,1994
"Kentucky","Jefferson","Sexual Assault","Misconduct",1981,1983
"Colorado","Alamosa","Murder","Misconduct",2003,2004
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1996,1996
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"New York","Kings","Kidnapping","Misconduct",1992,1993
"Texas","Dallas","Sex Offender Registration","Nonviolent felony",2014,2015
"Texas","Harris","Sex Offender Registration","Nonviolent felony",2015,2015
"New York","Kings","Burglary/Unlawful Entry","Misdemeanor",1985,1987
"Michigan","Berrien","Child Sex Abuse","Misconduct",2014,2015
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"Illinois","DuPage","Fraud","Nonviolent felony",2010,2012
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"New York","New York","Murder","Misconduct",1995,1998
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2015,2016
"New York","Kings","Murder","Misconduct",1970,1971
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"New York","Erie","Murder","Misconduct",1976,1977
"South Carolina","Bamberg","Sexual Assault","Misconduct",2002,2003
"Illinois","Cook","Murder","Misconduct",1991,1994
"Tennessee","Putnam","Murder","Misconduct",1995,1997
"California","Santa Clara","Murder","Misconduct",1991,1991
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Ohio","Stark","Robbery","Misconduct",2002,2002
"Illinois","Cook","Murder","Misconduct",2000,2004
"Fed-NY","(Southern)","Fraud","Nonviolent felony",1984,1989
"Texas","Dallas","Child Sex Abuse","Misconduct",1982,1983
"Texas","Dallas","Kidnapping","Misconduct",1992,1992
"Texas","Dallas","Sexual Assault","Misconduct",1988,1989
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Pennsylvania","Allegheny","Sexual Assault","Misconduct",2002,2003
"Louisiana","Orleans","Sexual Assault","Misconduct",1986,1986
"New York","Queens","Kidnapping","Misconduct",1992,1994
"Georgia","Clayton","Sexual Assault","Misconduct",1973,1973
"Maryland","Anne Arundel","Murder","Misconduct",1988,1989
"Ohio","Franklin","Theft","Misdemeanor",1990,1991
"Illinois","DuPage","Theft","Misdemeanor",2001,2006
"Texas","McLennan","Robbery","Misconduct",1998,1999
"Michigan","Wayne","Murder","Misconduct",1994,1995
"Illinois","Cook","Sexual Assault","Misconduct",1986,1988
"Georgia","DeKalb","Murder","Misconduct",2004,2005
"Illinois","Woodford","Assault","Misconduct",2017,2017
"New York","Kings","Murder","Misconduct",1980,1982
"New York","Monroe","Murder","Misconduct",1996,1997
"New York","New York","Murder","Misconduct",1987,1987
"Indiana","DeKalb","Robbery","Misconduct",1996,1998
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Oklahoma","Tulsa","Murder","Misconduct",2014,2016
"Massachusetts","Bristol","Child Sex Abuse","Misconduct",1994,2002
"Texas","McLennan","Murder","Misconduct",1986,1987
"Texas","Dallas","Robbery","Misconduct",1994,1996
"Maryland","Baltimore City","Murder","Misconduct",1986,1987
"New York","Kings","Murder","Misconduct",1995,1997
"Virginia","Culpeper","Murder","Misconduct",1982,1984
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2008
"Washington","Snohomish","Burglary/Unlawful Entry","Misdemeanor",2005,2005
"Michigan","Berrien","Drug Possession or Sale","Misdemeanor",2007,2007
"New Jersey","Camden","Murder","Misconduct",1995,1996
"Florida","Leon","Murder","Misconduct",1996,1997
"Wisconsin","Milwaukee","Robbery","Misconduct",1990,1991
"Illinois","Cook","Murder","Misconduct",1993,1996
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2011,2014
"Massachusetts","Middlesex","Murder","Misconduct",1980,1983
"North Carolina","Onslow","Sexual Assault","Misconduct",1981,1982
"Virginia","Portsmouth","Child Sex Abuse","Misconduct",1977,1978
"New York","Bronx","Murder","Misconduct",1995,1997
"Indiana","Hancock","Murder","Misconduct",1984,1986
"Arizona","Maricopa","Sexual Assault","Misconduct",2003,2004
"Georgia","Floyd","Murder","Misconduct",2000,2001
"Tennessee","Davidson","Murder","Misconduct",1987,1988
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Michigan","Wayne","Murder","Misconduct",1975,1976
"Maryland","Baltimore City","Murder","Misconduct",1983,1984
"Massachusetts","Suffolk","Murder","Misconduct",1979,1981
"New York","Bronx","Attempt, Violent","Misconduct",2013,2015
"New Jersey","Camden","Murder","Misconduct",1989,1991
"Virginia","Culpeper","Murder","Misconduct",1996,2001
"Oklahoma","Oklahoma","Attempted Murder","Misconduct",1984,1984
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Georgia","Paulding","Murder","Misconduct",2011,2013
"North Carolina","Wake","Drug Possession or Sale","Misdemeanor",2018,2020
"Iowa","Marshall","Murder","Misconduct",1993,1994
"Oklahoma","Cleveland","Sexual Assault","Misconduct",1982,1983
"Michigan","Washtenaw","Murder","Misconduct",1986,1987
"Texas","Tarrant","Sexual Assault","Misconduct",1985,1987
"Virginia","Virginia Beach","Sexual Assault","Misconduct",1988,1989
"Maryland","Baltimore","Sexual Assault","Misconduct",1982,1983
"Tennessee","Davidson","Murder","Misconduct",1998,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"New York","Kings","Murder","Misconduct",1993,1995
"Massachusetts","Norfolk","Murder","Misconduct",1980,1981
"Pennsylvania","Fayette","Murder","Misconduct",2001,2006
"California","Kern","Child Sex Abuse","Misconduct",1982,1985
"Virginia","Albemarle","Kidnapping","Misconduct",2012,2013
"California","San Diego","Murder","Misconduct",1991,1994
"Utah","Davis","Manslaughter","Misconduct",1996,2000
"Iowa","Polk","Drug Possession or Sale","Misdemeanor",2015,2015
"Michigan","Wayne","Possession of Stolen Property","Misdemeanor",1990,1992
"Texas","Johnson","Child Sex Abuse","Misconduct",1997,1998
"California","Contra Costa","Other Nonviolent Misdemeanor","Misdemeanor",2014,2015
"New York","Tioga","Child Sex Abuse","Misconduct",2007,2015
"Fed-IL","(Northern)","Weapon Possession or Sale","Misdemeanor",2010,2013
"Kentucky","Jefferson","Murder","Misconduct",1992,1995
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"New York","Kings","Drug Possession or Sale","Misdemeanor",2005,2007
"New York","Bronx","Sexual Assault","Misconduct",1998,1999
"Kansas","Riley","Drug Possession or Sale","Misdemeanor",2016,2017
"Illinois","Cook","Murder","Misconduct",1990,1992
"Ohio","Cuyahoga","Murder","Misconduct",1995,1996
"Washington","Thurston","Sex Offender Registration","Nonviolent felony",1999,2000
"Washington","Pierce","Sex Offender Registration","Nonviolent felony",2009,2011
"New York","Kings","Murder","Misconduct",1996,1997
"Illinois","Cook","Murder","Misconduct",1990,1991
"Pennsylvania","Philadelphia","Murder","Misconduct",1999,2003
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2003
"Virginia","Loudoun","Murder","Misconduct",1991,1993
"Alabama","Coffee","Murder","Misconduct",1985,1987
"Georgia","Meriwether","Sexual Assault","Misconduct",1979,1980
"Nebraska","Gage","Murder","Misconduct",1985,1989
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Missouri","Jackson","Child Sex Abuse","Misconduct",1997,1999
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"New York","Erie","Sexual Assault","Misconduct",2004,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Tennessee","Shelby","Kidnapping","Misconduct",2002,2003
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2004,2004
"Virginia","Norfolk City","Sexual Assault","Misconduct",1981,1982
"Pennsylvania","Allegheny","Murder","Misconduct",1988,1989
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2006,2008
"Illinois","Edgar","Murder","Misconduct",1986,1987
"Utah","Salt Lake ","Sexual Assault","Misconduct",1995,1997
"New York","New York","Drug Possession or Sale","Misdemeanor",2010,2011
"Texas","Tarrant","Child Sex Abuse","Misconduct",1988,1989
"Wisconsin","Milwaukee","Murder","Misconduct",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2005
"Arkansas","Pulaski","Assault","Misconduct",1997,1998
"Ohio","Montgomery","Child Sex Abuse","Misconduct",1984,1985
"North Carolina","Buncombe","Murder","Misconduct",2000,2002
"California","San Diego","Assault","Misconduct",1990,1990
"Massachusetts","Hampden","Murder","Misconduct",2008,2010
"Oklahoma","Osage","Murder","Misconduct",1985,1987
"Missouri","Jasper","Sexual Assault","Misconduct",1997,2000
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2008
"Wisconsin","Washington","Child Sex Abuse","Misconduct",1995,2007
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"Texas","Harris","Drug Possession or Sale","Misdemeanor",1986,1987
"Alabama","Jefferson","Child Sex Abuse","Misconduct",2002,2007
"Louisiana","East Baton Rouge","Attempted Murder","Misconduct",1982,1983
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2005,2005
"California","Los Angeles","Murder","Misconduct",1982,1986
"Illinois","Cook","Murder","Misconduct",1996,1998
"Louisiana","Orleans","Murder","Misconduct",1976,1977
"Pennsylvania","Philadelphia","Murder","Misconduct",1989,1993
"Pennsylvania","Philadelphia","Murder","Misconduct",1989,1992
"Massachusetts","Suffolk","Murder","Misconduct",1999,2002
